PROTECCION_ACTUAL;PROTECCION_97;NOMBRE;C_HOMOGENEO;OBSERVACION;EXPEDIENTE;ENLACE;COD_NDP;UTMX_ETRS;UTMY_ETRS;N_CATALOGO
Parcial;Parcial;---;---;---;---;---;11006046;440225.57;4475221.57;448
Integral;Integral;---;---;---;---;---;11006049;440238.79;4475185.61;449
Parcial;Parcial;---;---;---;---;---;11006048;440248.55;4475217.92;450
Parcial;Parcial;---;---;---;---;---;11006050;440214.41;4475183.15;452
Parcial;Parcial;---;---;---;---;---;11006051;440202.77;4475182.09;453
Parcial;Parcial;---;---;---;---;---;11006052;440193.88;4475181.25;454
Integral;Integral;---;---;---;---;---;11006053;440184.26;4475179.55;455
Estructural;Estructural;---;---;---;---;---;11006042;440174.99;4475187.38;456
Singular;Singular;Antigua Casa Capellanes;---;---;---;---;11006136;440104.83;4475484.65;458
Singular;Singular;Convento Salesas Nuevas;---;---;---;---;20006070;440113.82;4475408.75;459
Parcial;Parcial;---;---;---;---;---;11005952;440085.42;4475161.79;461
Estructural;Estructural;---;---;---;---;---;11005954;440111.28;4475153.97;462
Parcial;Parcial;---;---;---;---;---;11005955;440108.41;4475145.86;463
Parcial;Parcial;---;---;---;---;---;11005956;440105.07;4475136.41;464
Parcial;Parcial;---;---;---;---;---;11005957;440101.57;4475126.53;465
Parcial;Parcial;---;---;---;---;---;11005958;440099.31;4475120.15;466
Estructural;Estructural;---;---;---;---;---;11005959;440095.71;4475109.97;467
Integral;Integral;---;---;---;---;---;11005961;440069.89;4475084.61;468
Integral;Integral;---;---;---;---;---;11005963;440062.82;4475123.8;469
Estructural;Estructural;---;---;---;---;---;11005964;440062.67;4475138.98;470
Parcial;Parcial;---;---;---;---;---;11005965;440062.52;4475147.69;471
Estructural;Estructural;---;---;---;---;---;11006149;440208.48;4475473.29;472
Parcial;Parcial;---;---;---;---;---;11006150;440221.76;4475469.99;473
Parcial;Parcial;---;---;---;---;---;11006151;440230.86;4475467.71;474
Integral;Integral;---;---;---;---;---;11006152;440245.65;4475463.95;475
Ambiental;Ambiental;---;---;---;---;---;11006154;440274.28;4475456.52;477
Parcial;Parcial;---;---;---;---;---;11006139;440269.96;4475423.21;478
Parcial;Parcial;---;---;---;---;---;11006140;440253.64;4475425.7;479
Parcial;Parcial;---;---;---;---;---;11006141;440240.81;4475418.41;480
Estructural;Estructural;---;---;---;---;---;11006142;440238.17;4475398.59;481
Integral;Integral;---;---;---;---;---;11006145;440195.23;4475400.66;483
Ambiental;Ambiental;---;---;---;---;---;11006146;440192.54;4475429.38;484
Parcial;Parcial;---;---;---;---;---;11006208;440195.0;4475444.18;485
Parcial;Parcial;---;---;---;---;---;11006147;440196.28;4475451.86;486
Estructural;Estructural;---;---;---;---;---;11006148;440198.05;4475462.46;487
Parcial;Parcial;---;---;---;---;---;11005991;440116.41;4475139.31;488
Parcial;Parcial;---;---;---;---;---;11005969;440148.87;4475112.45;490
Ambiental;Ambiental;---;---;---;---;---;11005970;440156.86;4475103.05;491
Estructural;Estructural;---;---;---;---;---;11005972;440170.84;4475080.8;492
Parcial;Parcial;---;---;---;---;---;11005973;440163.21;4475073.57;493
Parcial;Parcial;---;---;---;---;---;11005974;440156.34;4475067.07;494
Parcial;Parcial;---;---;---;---;---;11005981;440109.79;4475063.79;496
Parcial;Parcial;---;---;---;---;---;11005982;440101.81;4475067.44;497
Parcial;Parcial;---;---;---;---;---;11005983;440095.86;4475070.01;498
Parcial;Parcial;---;---;---;---;---;11005985;440097.06;4475084.57;499
Parcial;Parcial;---;---;---;---;---;11005986;440100.99;4475095.5;500
Parcial;Parcial;---;---;---;---;---;11005987;440104.57;4475105.62;501
Parcial;Parcial;---;---;---;---;---;11005988;440106.13;4475110.02;502
Parcial;Parcial;---;---;---;---;---;11005989;440108.84;4475117.83;503
Parcial;Parcial;---;---;---;---;---;11005990;440112.41;4475128.27;504
Parcial;Parcial;---;---;---;---;---;11005886;440124.35;4475160.33;511
Parcial;Parcial;---;---;---;---;---;11005901;440149.22;4475167.4;512
Ambiental;Ambiental;---;---;---;---;---;11005900;440158.65;4475168.26;513
Estructural;Estructural;---;---;---;---;---;11005899;440167.41;4475169.01;514
Parcial;Parcial;---;---;---;---;---;11005898;440180.84;4475170.26;515
Parcial;Parcial;---;---;---;---;---;11005897;440193.36;4475171.42;516
Parcial;Parcial;---;---;---;---;---;11005896;440199.67;4475172.04;517
Parcial;Parcial;---;---;---;---;---;11005895;440206.3;4475172.71;518
Estructural;Estructural;---;---;---;---;---;11005879;440253.42;4475157.92;520
Parcial;Parcial;---;---;---;---;---;11005882;440268.88;4475171.71;523
Parcial;Parcial;---;---;---;---;---;11005883;440275.39;4475177.51;524
Parcial;Parcial;---;---;---;---;---;11005877;440241.24;4475146.41;527
Parcial;Parcial;---;---;---;---;---;11005876;440236.93;4475142.52;528
Ambiental;Ambiental;---;---;---;---;---;11005875;440233.86;4475140.11;529
Parcial;Parcial;---;---;---;---;---;11005874;440229.52;4475135.71;530
Estructural;Estructural;---;---;---;---;---;11005873;440220.93;4475128.06;531
Parcial;Parcial;---;---;---;---;---;11005872;440210.65;4475118.05;532
Parcial;Parcial;---;---;---;---;---;11005871;440206.78;4475114.4;533
Parcial;Parcial;---;---;---;---;---;11005869;440199.2;4475107.33;535
Parcial;Parcial;---;---;---;---;---;11005833;440165.94;4475107.18;538
Parcial;Parcial;---;---;---;---;---;11005832;440161.8;4475111.98;539
Parcial;Parcial;---;---;---;---;---;11005831;440153.8;4475121.65;540
Parcial;Parcial;---;---;---;---;---;11005830;440148.3;4475128.0;541
Parcial;Parcial;---;---;---;---;---;11005829;440140.67;4475137.12;542
Parcial;Parcial;---;---;---;---;---;11005828;440135.48;4475143.22;543
Parcial;Parcial;---;---;---;---;---;11005827;440130.91;4475148.65;544
Singular;Singular;Instituto Lope de Vega;---;---;---;---;20006088;440078.16;4475389.81;545
Parcial;Parcial;Col. Públ. Pi y Margal;---;---;---;---;11006158;440234.04;4475367.91;547
Integral;Integral;---;---;---;---;---;11006161;440223.84;4475328.5;550
Estructural;Estructural;---;---;---;---;---;11006163;440194.19;4475332.61;551
Parcial;Parcial;---;---;---;---;---;11006164;440178.95;4475334.78;552
Estructural;Estructural;---;---;---;---;---;11006165;440165.83;4475336.65;553
Estructural;Estructural;---;---;---;---;---;20006038;440324.17;4475197.76;557
Estructural;Estructural;---;---;---;---;---;11005849;440339.44;4475184.0;558
Estructural;Estructural;---;---;---;---;---;11005848;440324.94;4475171.15;559
Parcial;Parcial;---;---;---;---;---;11005847;440316.02;4475163.25;560
Parcial;Parcial;---;---;---;---;---;11005846;440304.27;4475152.75;561
Estructural;Estructural;---;---;---;---;---;11005845;440295.78;4475145.3;562
Parcial;Parcial;---;---;---;---;---;11005844;440286.06;4475136.71;563
Parcial;Parcial;---;---;---;---;---;11005843;440280.4;4475131.68;564
Parcial;Parcial;---;---;---;---;---;11005842;440274.59;4475126.5;565
Parcial;Parcial;---;---;---;---;---;11005841;440259.14;4475112.7;566
Ambiental;Ambiental;---;---;---;---;---;11005839;440243.32;4475098.77;568
Parcial;Parcial;---;---;---;---;---;11005837;440221.1;4475079.48;570
Parcial;Parcial;---;---;---;---;---;11005836;440210.82;4475070.28;571
Estructural;Estructural;---;---;---;---;---;11005835;440201.01;4475062.03;572
Integral;Integral;---;---;---;---;---;11005887;440164.47;4475038.1;573
Integral;Integral;---;---;---;---;---;11005888;440152.84;4475043.82;574
Integral;Integral;---;---;---;---;---;11005852;440172.05;4475069.17;575
Parcial;Parcial;---;---;---;---;---;11005853;440185.91;4475081.7;576
Demolición total;Integral;---;---;Decreto ruina inminente 02.11.2012. Demolición por el Ayuntamiento en ejecución subsidiaria. Orden de demolición el 03.12.2012.;711/2002/05387;---;11005854;440192.01;4475087.09;577
Parcial;Parcial;---;---;---;---;---;11005855;440197.68;4475091.89;578
Ambiental;Ambiental;---;---;---;---;---;11005856;440200.93;4475094.54;579
Ambiental;Ambiental;---;---;---;---;---;11005857;440209.85;4475103.1;580
Ambiental;Ambiental;---;---;---;---;---;11005858;440219.39;4475112.37;581
Parcial;Parcial;---;---;---;---;---;11005859;440236.0;4475127.79;582
Parcial;Parcial;---;---;---;---;---;11005860;440245.77;4475137.24;583
Parcial;Parcial;---;---;---;---;---;11005861;440270.77;4475159.95;585
Parcial;Parcial;---;---;---;---;---;11005862;440279.21;4475167.55;586
Parcial;Parcial;---;---;---;---;---;11005863;440287.93;4475175.39;587
Parcial;Parcial;---;---;---;---;---;11005864;440296.13;4475182.78;588
Parcial;Parcial;---;---;---;---;---;11005865;440303.73;4475189.63;589
Parcial;Parcial;---;---;---;---;---;11006171;440283.01;4475348.86;590
Integral;Integral;---;---;---;---;---;11006172;440298.02;4475346.72;591
Parcial;Parcial;---;---;---;---;---;11006175;440290.15;4475319.36;592
Parcial;Parcial;---;---;---;---;---;11006176;440283.18;4475320.54;593
Estructural;Estructural;---;---;---;---;---;11006169;440273.83;4475327.09;594
Parcial;Parcial;---;---;---;---;---;11005478;440360.71;4475437.07;596
Parcial;Parcial;---;---;---;---;---;11005479;440367.04;4475435.58;597
Parcial;Parcial;---;---;---;---;---;11005480;440380.38;4475432.45;598
Parcial;Parcial;---;---;---;---;---;11005482;440406.38;4475426.38;600
Estructural;Estructural;---;---;---;---;---;11005484;440449.92;4475415.8;602
Integral;Integral;---;---;---;---;---;11005485;440476.68;4475396.29;603
Estructural;Estructural;---;---;---;---;---;11005488;440445.88;4475362.96;604
Estructural;Estructural;---;---;---;---;---;11005489;440436.9;4475364.52;605
Parcial;Parcial;---;---;---;---;---;11005490;440425.55;4475365.6;606
Parcial;Parcial;---;---;---;---;---;11005491;440416.83;4475366.77;607
Parcial;Parcial;---;---;---;---;---;11005492;440408.53;4475368.31;608
Parcial;Parcial;---;---;---;---;---;11005493;440393.73;4475370.43;609
Parcial;Parcial;---;---;---;---;---;11005494;440387.72;4475371.08;610
Parcial;Parcial;---;---;---;---;---;11005495;440374.96;4475372.78;611
Integral;Integral;---;---;---;---;---;11005496;440356.91;4475375.18;612
Parcial;Parcial;---;---;---;---;---;11005497;440340.98;4475377.3;613
Integral;Integral;---;---;---;---;---;11005498;440321.82;4475379.91;614
Parcial;Parcial;---;---;---;---;---;11005472;440319.27;4475400.24;615
Parcial;Parcial;---;---;---;---;---;11005473;440320.92;4475412.39;616
Parcial;Parcial;---;---;---;---;---;11005474;440322.08;4475420.92;617
Parcial;Parcial;---;---;---;---;---;11005475;440325.27;4475430.26;618
Integral;Integral;---;---;---;---;---;11005486;440478.14;4475371.32;619
Parcial;Parcial;---;---;---;---;---;11005993;440084.1;4475338.61;621
Parcial;Parcial;---;---;---;---;---;11005994;440103.47;4475335.64;622
Estructural;Estructural;---;---;---;---;---;11005995;440122.67;4475333.34;623
Parcial;Parcial;---;---;---;---;---;11005998;440120.97;4475281.46;624
Parcial;Parcial;---;---;---;---;---;11005999;440108.34;4475283.28;625
Parcial;Parcial;---;---;---;---;---;11006000;440098.66;4475284.68;626
Parcial;Parcial;---;---;---;---;---;20005918;440314.29;4475363.26;628
Parcial;Parcial;---;---;---;---;---;11005501;440348.62;4475366.01;630
Parcial;Parcial;---;---;---;---;---;11005502;440361.14;4475364.33;631
Parcial;Parcial;---;---;---;---;---;11005504;440394.13;4475359.91;633
Estructural;Estructural;---;---;---;---;---;11005505;440408.01;4475358.04;634
Parcial;Parcial;Viv. de D. Matías Lopez;---;---;---;---;11005506;440429.65;4475355.08;635
Integral;Integral;---;---;---;---;---;11005507;440462.41;4475350.72;636
Parcial;Parcial;---;---;---;---;---;11005508;440471.54;4475329.37;637
Parcial;Parcial;---;---;---;---;---;11005509;440469.41;4475315.16;638
Estructural;Estructural;---;---;---;---;---;11005511;440456.37;4475296.12;639
Parcial;Parcial;---;---;---;---;---;11005512;440437.52;4475298.52;640
Parcial;Parcial;Edif. oficinas;---;---;---;---;11005513;440421.41;4475301.0;641
Parcial;Parcial;---;---;---;---;---;11005514;440408.12;4475302.86;642
Parcial;Parcial;---;---;---;---;---;11005515;440398.87;4475304.15;643
Parcial;Parcial;---;---;---;---;---;11005516;440379.65;4475306.84;644
Parcial;Parcial;---;---;---;---;---;11005518;440347.41;4475311.34;646
Parcial;Parcial;---;---;---;---;---;11005519;440336.17;4475312.91;647
Parcial;Parcial;---;---;---;---;---;11005521;440310.59;4475337.82;649
Parcial;Parcial;---;---;---;---;---;11005522;440312.95;4475353.99;650
Estructural;Estructural;---;---;---;---;---;11006177;440149.69;4475329.08;651
Parcial;Parcial;---;---;---;---;---;11006178;440162.32;4475327.33;652
Parcial;Parcial;---;---;---;---;---;11006179;440178.27;4475325.13;653
Estructural;Estructural;---;---;---;---;---;11006180;440191.45;4475323.31;654
Parcial;Parcial;---;---;---;---;---;11006182;440195.96;4475302.28;655
Parcial;Parcial;---;---;---;---;---;11006183;440194.39;4475289.31;656
Estructural;Estructural;---;---;---;---;---;11006184;440193.17;4475279.18;657
Estructural;Estructural;---;---;---;---;---;11006185;440178.09;4475273.63;658
Parcial;Parcial;---;---;---;---;---;11006186;440158.06;4475276.2;659
Parcial;Parcial;---;---;---;---;---;11006191;440141.06;4475309.95;661
Parcial;Parcial;La Industrial;---;---;---;---;11006066;440319.21;4475304.64;662
Parcial;Parcial;---;---;---;---;---;11006067;440340.01;4475302.54;663
Parcial;Parcial;---;---;---;---;---;11006069;440353.98;4475300.54;664
Parcial;Parcial;---;---;---;---;---;11006070;440364.62;4475299.02;665
Parcial;Parcial;---;---;---;---;---;11006071;440372.11;4475297.91;666
Parcial;Parcial;---;---;---;---;---;11006072;440384.3;4475296.23;667
Parcial;Parcial;---;---;---;---;---;11006073;440396.57;4475294.03;668
Parcial;Parcial;---;---;---;---;---;11006074;440411.14;4475292.36;669
Parcial;Parcial;---;---;---;---;---;11006075;440421.0;4475290.67;670
Parcial;Parcial;---;---;---;---;---;11006076;440431.59;4475289.28;671
Parcial;Parcial;---;---;---;---;---;11006077;440441.58;4475287.96;672
Estructural;Estructural;---;---;---;---;---;11006078;440456.9;4475285.9;673
Parcial;Parcial;---;---;---;---;---;11006080;440464.17;4475279.69;674
Parcial;Parcial;---;---;---;---;---;11006081;440461.84;4475265.46;675
Parcial;Parcial;---;---;---;---;---;11006082;440460.69;4475257.19;676
Parcial;Parcial;---;---;---;---;---;11006084;440447.57;4475235.88;677
Parcial;Parcial;---;---;---;---;---;11006085;440436.05;4475237.49;678
Parcial;Parcial;---;---;---;---;---;11006086;440424.2;4475239.15;679
Estructural;Estructural;---;---;---;---;---;11006087;440414.4;4475240.52;680
Parcial;Parcial;---;---;---;---;---;11006088;440406.18;4475241.67;681
Parcial;Parcial;---;---;---;---;---;11006090;440381.65;4475245.09;683
Parcial;Parcial;---;---;---;---;---;11006091;440372.27;4475246.4;684
Parcial;Parcial;---;---;---;---;---;11006092;440361.12;4475247.97;685
Parcial;Parcial;---;---;---;---;---;11006093;440346.78;4475250.01;686
Estructural;Estructural;---;---;---;---;---;11006095;440333.04;4475251.99;687
Estructural;Estructural;Pub;---;---;---;---;11006098;440301.73;4475262.9;688
Estructural;Estructural;---;---;---;---;---;11006096;440314.74;4475254.48;689
Parcial;Parcial;---;---;---;---;---;11006068;440344.87;4475301.84;690
Integral;Integral;---;---;---;---;---;11006206;440206.44;4475307.7;691
Parcial;Parcial;---;---;---;---;---;11006193;440231.75;4475317.57;692
Parcial;Parcial;---;---;---;---;---;11006194;440244.08;4475316.05;693
Ambiental;Ambiental;---;---;---;---;---;11006195;440254.45;4475314.59;694
Parcial;Parcial;---;---;---;---;---;11006198;440255.21;4475270.69;696
Parcial;Parcial;---;---;---;---;---;11006199;440254.79;4475267.98;697
Parcial;Parcial;---;---;---;---;---;11006204;440202.87;4475278.2;701
Parcial;Parcial;---;---;---;---;---;11006205;440204.34;4475288.72;702
Parcial;Parcial;---;---;---;---;---;11006100;440303.57;4475246.06;703
Parcial;Parcial;---;---;---;---;---;11006101;440322.3;4475243.65;704
Parcial;Parcial;---;---;---;---;---;11006102;440336.27;4475241.66;705
Parcial;Parcial;---;---;---;---;---;11006103;440351.75;4475239.43;706
Parcial;Parcial;---;---;---;---;---;11006104;440370.96;4475236.65;707
Parcial;Parcial;---;---;---;---;---;11006105;440378.31;4475235.54;708
Parcial;Parcial;---;---;---;---;---;11006106;440390.41;4475233.76;709
Ambiental;Ambiental;---;---;---;---;---;11006107;440400.65;4475232.8;710
Estructural;Estructural;---;---;---;---;---;11006108;440417.98;4475229.92;711
Parcial;Parcial;---;---;---;---;---;11006109;440426.97;4475228.72;712
Parcial;Parcial;---;---;---;---;---;11006110;440437.18;4475227.31;713
Estructural;Estructural;---;---;---;---;---;11006111;440449.57;4475225.61;714
Parcial;Parcial;---;---;---;---;---;11006113;440452.13;4475204.06;715
Parcial;Parcial;---;---;---;---;---;11006114;440450.98;4475194.41;716
Parcial;Parcial;---;---;---;---;---;11006116;440433.54;4475171.83;717
Estructural;Estructural;---;---;---;---;---;11006117;440415.1;4475178.04;718
Parcial;Parcial;---;---;---;---;---;11006118;440405.42;4475181.34;719
Parcial;Parcial;---;---;---;---;---;11006119;440395.71;4475184.64;720
Ambiental;Ambiental;---;---;---;---;---;11006120;440389.08;4475186.9;721
Parcial;Parcial;---;---;---;---;---;11006121;440378.29;4475190.42;722
Parcial;Parcial;---;---;---;---;---;11006122;440368.33;4475193.95;723
Parcial;Parcial;---;---;---;---;---;11006123;440357.01;4475197.8;724
Estructural;Estructural;---;---;---;---;---;11006124;440345.8;4475201.61;725
Estructural;Estructural;---;---;---;---;---;11006125;440334.47;4475205.48;726
Parcial;Parcial;---;---;---;---;---;11006126;440328.81;4475207.4;727
Estructural;Estructural;---;---;---;---;---;11006127;440322.49;4475208.66;728
Parcial;Parcial;---;---;---;---;---;11006128;440311.11;4475218.42;729
Parcial;Parcial;---;---;---;---;---;11006129;440297.62;4475220.32;730
Parcial;Parcial;---;---;---;---;---;11006055;440276.36;4475311.68;731
Parcial;Parcial;---;---;---;---;---;11006058;440292.39;4475280.22;733
Parcial;Parcial;---;---;---;---;---;11006060;440280.98;4475259.44;734
Parcial;Parcial;---;---;---;---;---;11006061;440267.29;4475261.37;735
Parcial;Parcial;---;---;---;---;---;11006063;440267.79;4475284.7;736
Parcial;Parcial;---;---;---;---;---;11006064;440269.27;4475294.25;737
Estructural;Estructural;---;---;---;---;---;11005745;440363.56;4475184.78;738
Parcial;Parcial;---;---;---;---;---;11005771;440368.99;4475172.58;739
Parcial;Parcial;---;---;---;---;---;11005770;440366.18;4475168.81;740
Parcial;Parcial;---;---;---;---;---;11005769;440360.01;4475160.62;741
Parcial;Parcial;---;---;---;---;---;11005768;440351.46;4475149.0;742
